#name	ftp_path	organism	assembly_level
Acin_pit_PHEA_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/145/GCF_000191145.1_ASM19114v1	Acinetobacter pittii	Complete Genome
Pseudom_syr_GCF_016308045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/045/GCF_016308045.1_ASM1630804v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/065/GCF_016308065.1_ASM1630806v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308075_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/075/GCF_016308075.1_ASM1630807v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/085/GCF_016308085.1_ASM1630808v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/105/GCF_016308105.1_ASM1630810v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/145/GCF_016308145.1_ASM1630814v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/175/GCF_016308175.1_ASM1630817v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/205/GCF_016308205.1_ASM1630820v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/215/GCF_016308215.1_ASM1630821v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308245_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/245/GCF_016308245.1_ASM1630824v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/255/GCF_016308255.1_ASM1630825v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/285/GCF_016308285.1_ASM1630828v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/305/GCF_016308305.1_ASM1630830v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016308315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/308/315/GCF_016308315.1_ASM1630831v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_016694755_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/694/755/GCF_016694755.2_ASM1669475v2	Pseudomonas syringae	Complete Genome
Pseudom_syr_GCF_018388485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/388/485/GCF_018388485.1_ASM1838848v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_GCF_018388505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/388/505/GCF_018388505.1_ASM1838850v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_GCF_018388525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/388/525/GCF_018388525.1_ASM1838852v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_GCF_018394375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/394/375/GCF_018394375.1_ASM1839437v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_GCF_018604405_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/604/405/GCF_018604405.1_ASM1860440v1	Pseudomonas syringae	Chromosome
Pseudom_syr_GCF_019904335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/904/335/GCF_019904335.1_ASM1990433v1	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_023278085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/278/085/GCF_023278085.1_ASM2327808v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_GCF_025985485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/985/485/GCF_025985485.1_ASM2598548v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_GCF_026261625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/261/625/GCF_026261625.1_ASM2626162v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_GCF_026261685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/261/685/GCF_026261685.1_ASM2626168v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_GCF_026261705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/261/705/GCF_026261705.1_ASM2626170v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_GCF_900105295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/295/GCF_900105295.1_IMG-taxon_2687453698_annotated_assembly	Pseudomonas syringae	Chromosome
Pseudom_syr_GCF_900106705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/705/GCF_900106705.1_IMG-taxon_2687453747_annotated_assembly	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_900107345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/345/GCF_900107345.1_IMG-taxon_2687453749_annotated_assembly	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_900113535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/535/GCF_900113535.1_IMG-taxon_2687453722_annotated_assembly	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_900115275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/275/GCF_900115275.1_IMG-taxon_2687453695_annotated_assembly	Pseudomonas syringae	Scaffold
Pseudom_syr_GCF_900235815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/235/815/GCF_900235815.1_CFBP3840	Pseudomonas syringae	Complete Genome
Pseudom_syr_GCF_900289125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/289/125/GCF_900289125.1_CFBP2116_finsihed_replicons	Pseudomonas syringae	Complete Genome
Pseudom_syr_ICMP_11168_GCF_001467285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/467/285/GCF_001467285.1_ASM146728v1	Pseudomonas syringae	Scaffold
Pseudom_syr_ICMP_13102_GCF_001466945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/466/945/GCF_001466945.1_ASM146694v1	Pseudomonas syringae	Scaffold
Pseudom_syr_UB246_GCF_000452865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/452/865/GCF_000452865.1_UB246_042011_1.0	Pseudomonas syringae	Scaffold
Pseudom_syr_UB303_GCF_000452565_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/452/565/GCF_000452565.2_ASM45256v3	Pseudomonas syringae	Complete Genome
Pseudom_syr_UMAF0158_GCF_001281365_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/365/GCF_001281365.1_ASM128136v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_USA011_GCF_000452525_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/452/525/GCF_000452525.3_ASM45252v4	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_aceris_GCF_001400655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/400/655/GCF_001400655.1_PacICMP2802	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_aceris_GCF_003700545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/700/545/GCF_003700545.1_ASM370054v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_aceris_GCF_003700575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/700/575/GCF_003700575.1_ASM370057v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_aceris_GCF_003701675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/701/675/GCF_003701675.1_ASM370167v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_aceris_M302273_GCF_000145925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/925/GCF_000145925.1_ASM14592v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_CFBP_7286_GCF_000245415_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/415/GCF_000245415.1_ASM24541v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_CH2010_6_GCF_000245475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/475/GCF_000245475.1_ASM24547v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_001910465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/910/465/GCF_001910465.1_ASM191046v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_001910495_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/910/495/GCF_001910495.1_ASM191049v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_001910545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/910/545/GCF_001910545.1_ASM191054v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_001910555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/910/555/GCF_001910555.1_ASM191055v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_001913215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/913/215/GCF_001913215.1_ASM191321v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_actinidiae_GCF_001913235_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/913/235/GCF_001913235.1_ASM191323v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_actinidiae_GCF_002024285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/285/GCF_002024285.1_ASM202428v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_actinidiae_GCF_002024305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/305/GCF_002024305.1_ASM202430v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_actinidiae_GCF_002111665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/665/GCF_002111665.1_ASM211166v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002111675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/675/GCF_002111675.1_ASM211167v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002111685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/685/GCF_002111685.1_ASM211168v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002111695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/695/GCF_002111695.1_ASM211169v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002111745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/745/GCF_002111745.1_ASM211174v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002111755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/755/GCF_002111755.1_ASM211175v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002111785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/785/GCF_002111785.1_ASM211178v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002111835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/835/GCF_002111835.1_ASM211183v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002111865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/865/GCF_002111865.1_ASM211186v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002111875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/875/GCF_002111875.1_ASM211187v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002111925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/925/GCF_002111925.1_ASM211192v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002111995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/995/GCF_002111995.1_ASM211199v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002112085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/112/085/GCF_002112085.1_ASM211208v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002113905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/113/905/GCF_002113905.1_ASM211390v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002113925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/113/925/GCF_002113925.1_ASM211392v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002174875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/174/875/GCF_002174875.1_ASM217487v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002174995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/174/995/GCF_002174995.1_ASM217499v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002175055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/175/055/GCF_002175055.1_ASM217505v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002175075_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/175/075/GCF_002175075.1_ASM217507v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002175085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/175/085/GCF_002175085.1_ASM217508v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002175135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/175/135/GCF_002175135.1_ASM217513v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002175145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/175/145/GCF_002175145.1_ASM217514v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002175175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/175/175/GCF_002175175.1_ASM217517v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002175185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/175/185/GCF_002175185.1_ASM217518v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002175215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/175/215/GCF_002175215.1_ASM217521v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002175225_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/175/225/GCF_002175225.1_ASM217522v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002175245_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/175/245/GCF_002175245.1_ASM217524v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002763655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/763/655/GCF_002763655.1_ASM276365v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_actinidiae_GCF_002890365_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/890/365/GCF_002890365.1_ASM289036v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002890475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/890/475/GCF_002890475.1_ASM289047v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_002890485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/890/485/GCF_002890485.1_ASM289048v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_003665415_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/665/415/GCF_003665415.1_ASM366541v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_actinidiae_GCF_003700235_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/700/235/GCF_003700235.1_ASM370023v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_003700405_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/700/405/GCF_003700405.1_ASM370040v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_003701015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/701/015/GCF_003701015.1_ASM370101v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_003701075_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/701/075/GCF_003701075.1_ASM370107v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_003701535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/701/535/GCF_003701535.1_ASM370153v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_003701645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/701/645/GCF_003701645.1_ASM370164v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_GCF_023167685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/167/685/GCF_023167685.1_ASM2316768v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_actinidiae_ICMP_18708_GCF_000344355_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/355/GCF_000344355.2_ASM34435v2	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_actinidiae_ICMP_18801_GCF_000416945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/945/GCF_000416945.1_ASM41694v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_18883_GCF_000416785_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/785/GCF_000416785.2_ASM41678v2	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_18884_GCF_000648735_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/735/GCF_000648735.3_ASM64873v3	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_actinidiae_ICMP_18886_GCF_000416925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/925/GCF_000416925.1_ASM41692v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_19068_GCF_000416705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/705/GCF_000416705.1_ASM41670v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_19071_GCF_000416485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/485/GCF_000416485.1_ASM41648v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_19073_GCF_000416505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/505/GCF_000416505.1_ASM41650v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_19094_GCF_000416745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/745/GCF_000416745.1_ASM41674v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_19095_GCF_000416765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/765/GCF_000416765.1_ASM41676v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_19097_GCF_000416725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/725/GCF_000416725.1_ASM41672v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_19099_GCF_000416805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/805/GCF_000416805.1_ASM41680v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_19100_GCF_000416825_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/825/GCF_000416825.2_ASM41682v2	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_19101_GCF_000416585_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/585/GCF_000416585.1_ASM41658v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_19102_GCF_000416845_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/845/GCF_000416845.2_ASM41684v2	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_19497_GCF_001467225_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/467/225/GCF_001467225.1_ASM146722v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_ICMP_9617_GCF_000658965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/658/965/GCF_000658965.1_ASM65896v1	Pseudomonas syringae	Chromosome
Pseudom_syr_pv_actinidiae_ICMP_9853_GCF_000344335_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/335/GCF_000344335.2_ASM34433v2	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_actinidiae_ICMP_9855_GCF_000416665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/665/GCF_000416665.1_ASM41666v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_KW41_GCF_000245435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/435/GCF_000245435.1_ASM24543v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_M302091_GCF_000145865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/865/GCF_000145865.1_ASM14586v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_PA459_GCF_000245455_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/455/GCF_000245455.1_ASM24545v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidiae_Shaanxi_M228_GCF_000344475_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/475/GCF_000344475.3_ASM34447v3	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_actinidifoliorum_GCF_001497555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/497/555/GCF_001497555.1_ASM149755v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidifoliorum_GCF_001497595_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/497/595/GCF_001497595.1_ASM149759v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_actinidifoliorum_ICMP_18803_GCF_015680915_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/680/915/GCF_015680915.2_ASM1568091v2	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_aptata_GCF_001401335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/401/335/GCF_001401335.1_PttICMP459	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_aptata_GCF_003699535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/699/535/GCF_003699535.1_ASM369953v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_atrofaciens_GCF_001400125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/400/125/GCF_001400125.1_PafICMP4394	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_atrofaciens_GCF_003047185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/047/185/GCF_003047185.1_ASM304718v1	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_atrofaciens_GCF_003699335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/699/335/GCF_003699335.1_ASM369933v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_atrofaciens_GCF_003699595_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/699/595/GCF_003699595.1_ASM369959v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_atrofaciens_GCF_003700175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/700/175/GCF_003700175.1_ASM370017v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_avellanae_ISPaVe013_GCF_000302795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/795/GCF_000302795.1_Pav013_1.0	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_avellanae_ISPaVe037_GCF_000302815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/815/GCF_000302815.1_Pav037_1.0	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_avii_GCF_003702345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/702/345/GCF_003702345.1_ASM370234v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_avii_GCF_900235835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/235/835/GCF_900235835.1_CFBP3846	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_broussonetiae_GCF_001400715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/400/715/GCF_001400715.1_PbrICMP13650	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_castaneae_GCF_001400285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/400/285/GCF_001400285.1_PcsICMP9419	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_cerasicola_GCF_001400215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/400/215/GCF_001400215.1_PceICMP17524	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_cerasicola_GCF_002699945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/699/945/GCF_002699945.1_ASM269994v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_cerasicola_GCF_002700065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/700/065/GCF_002700065.1_ASM270006v1	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_cerasicola_GCF_900235885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/235/885/GCF_900235885.1_CFBP6109	Pseudomonas syringae	Complete Genome
Pseudom_syr_pv_cilantro_GCF_001293775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/775/GCF_001293775.1_Pci0788_9	Pseudomonas syringae	Scaffold
Pseudom_syr_pv_daphniphylli_GCF_001400275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/400/275/GCF_001400275.1_PdaICMP9757	Pseudomonas syringae	Scaffold
